,id,name,type,address,lon,lat,agr_type,rating
233,233,Особняк Рысина,Достопримечательность,"ул. Степана Разина, 35",104.278596,52.282327,достопримечательности,4.3
234,234,Усадьба Бибикова,Достопримечательность,"ул. Марата, 34",104.27833,52.284255,достопримечательности,4.5
235,235,Усадьба крестьянки А.А. Домашевой,Достопримечательность,"ул. Грязнова, 30А, Иркутск",104.289516,52.278187,достопримечательности,3.6
236,236,Усадьба Михаила Израилевича Кукса,Достопримечательность,"ул. Грязнова, 32",104.289608,52.277883,достопримечательности,3.6
237,237,Дом купца Якова Усенко,Достопримечательность,"ул. Грязнова, 22",104.287844,52.278533,достопримечательности,2.8
238,238,Усадьба Алексеева,Достопримечательность,"ул. Тимирязева, 34",104.298786,52.283578,достопримечательности,4.3
239,239,Усадьба П. Барского,Достопримечательность,"ул. Грязнова, 11",104.287723,52.280005,достопримечательности,2.8
240,240,Церковь Александра Невского,Православный храм,"ул. Якоби, 3",104.311714,52.229477,религия,4.6
241,241,Усадьба Петкевича,Достопримечательность,"ул. Лапина, 33",104.288476,52.277597,достопримечательности,3.5
242,242,Православный храм 12 Апостолов,Православный храм,"бул. Рябикова, 38А",104.210175,52.262491,религия,4.8
243,243,Верхняя набережная,Достопримечательность,"Иркутск, Верхняя набережная",104.308308,52.256603,достопримечательности,4.8
244,244,Скамейка По секрету,Достопримечательность,"Иркутск, Кировский район",104.281662,52.28015,достопримечательности,4.7
245,245,Дом купца Баснина,Достопримечательность,"ул. Свердлова, 35Б",104.285584,52.286028,достопримечательности,4.1
246,246,Тележка вагона,Достопримечательность,"Иркутск, микрорайон Ново-Ленино",104.207025,52.339825,достопримечательности,3.5
247,247,Усадьба Елшина,Достопримечательность,"ул. Дзержинского, 6",104.287552,52.278959,достопримечательности,4.2
248,248,МСШУ-5,Достопримечательность,"Иркутск, микрорайон Ново-Ленино",104.207291,52.339858,достопримечательности,3.5
249,249,Церковь Рождества Христова,Православный храм,"ул. Мира, 122А",104.213698,52.350776,религия,4.6
250,250,Церковь Успения Пресвятой Богородицы,Православный храм,"Полярная ул., 98",104.267744,52.327711,религия,4.6
251,251,Храм святого благоверного великого князя Димитрия Донского,Православный храм,"Советская ул., 176/2",104.340266,52.279161,религия,4.4
252,252,Музей истории Федерального государственного бюджетного образовательного учреждения высшего образования Иркутский государственный аграрный университет имени А. А. Ежевского,Музей,"Иркутский район, посёлок Молодёжный",104.417761,52.232653,культура,4.4
